symbol,entry_datetime,exit_datetime,entry_price,exit_price,quantity,pnl,exit_reason
CANBK_MINUTE,2015-02-04T13:10:00.000000+0530,2015-02-04T15:10:00.000000+0530,86.447286,87.56903903214007,231,242.00850709551992,TSL
CANBK_MINUTE,2015-02-05T14:15:00.000000+0530,2015-02-05T14:35:00.000000+0530,84.646926,84.13958592049775,236,-136.64657937580824,TSL
CANBK_MINUTE,2015-02-06T12:50:00.000000+0530,2015-02-06T13:10:00.000000+0530,81.596316,81.0888457878054,245,-141.25425318358594,TSL
CANBK_MINUTE,2015-02-10T10:50:00.000000+0530,2015-02-10T11:50:00.000000+0530,78.745746,78.79255967694291,254,-5.117072488568333,TSL
CANBK_MINUTE,2015-02-11T10:10:00.000000+0530,2015-02-11T10:35:00.000000+0530,77.695536,77.28895187814726,257,-121.40723848972966,TSL
CANBK_MINUTE,2015-02-11T14:10:00.000000+0530,2015-02-11T14:55:00.000000+0530,78.045606,77.78849790849793,256,-82.76619447084792,TSL
CANBK_MINUTE,2015-02-16T14:20:00.000000+0530,2015-02-16T15:00:00.000000+0530,79.545906,79.54690092944149,251,-16.721529105294923,TSL
CANBK_MINUTE,2015-02-18T14:50:00.000000+0530,2015-02-18T15:15:00.000000+0530,78.795756,78.764244,253,-24.91317843300113,EOD
CANBK_MINUTE,2015-02-23T13:25:00.000000+0530,2015-02-23T13:50:00.000000+0530,78.44568600000001,78.25936285387041,254,-64.23647338080528,TSL
CANBK_MINUTE,2015-02-24T12:45:00.000000+0530,2015-02-24T13:25:00.000000+0530,76.995396,77.89642302308012,259,216.28711124891382,TP
CANBK_MINUTE,2015-02-27T10:10:00.000000+0530,2015-02-27T11:35:00.000000+0530,76.795356,77.91672400924465,260,274.4235531022883,TP
CANBK_MINUTE,2015-02-28T09:25:00.000000+0530,2015-02-28T11:00:00.000000+0530,79.295856,80.48764686346449,253,284.30467692506244,TP
CANBK_MINUTE,2015-03-02T09:20:00.000000+0530,2015-03-02T10:25:00.000000+0530,80.296056,81.16837750415179,250,200.89751993112858,TSL
CANBK_MINUTE,2015-03-02T14:20:00.000000+0530,2015-03-02T14:50:00.000000+0530,80.69613600000001,80.50662652725383,249,-64.24124257590546,TSL
CANBK_MINUTE,2015-03-03T14:55:00.000000+0530,2015-03-03T15:15:00.000000+0530,81.696336,83.063384,246,319.02614254800216,EOD
CANBK_MINUTE,2015-03-05T12:25:00.000000+0530,2015-03-05T12:45:00.000000+0530,81.146226,80.62473095544489,249,-146.9554460807699,TSL
CANBK_MINUTE,2015-03-10T10:45:00.000000+0530,2015-03-10T11:10:00.000000+0530,79.745946,79.33787648021428,253,-120.33417131941079,TSL
CANBK_MINUTE,2015-03-11T12:30:00.000000+0530,2015-03-11T12:45:00.000000+0530,78.845766,78.3368939515734,255,-146.78082282449316,TSL
CANBK_MINUTE,2015-03-13T09:35:00.000000+0530,2015-03-13T10:05:00.000000+0530,79.045806,78.79683015211332,254,-80.27107295266923,TSL
CANBK_MINUTE,2015-03-16T12:00:00.000000+0530,2015-03-16T12:15:00.000000+0530,76.69533600000001,76.24598043016738,262,-134.74645848573581,TSL
CANBK_MINUTE,2015-03-16T14:50:00.000000+0530,2015-03-16T15:15:00.000000+0530,76.645326,76.364724,262,-90.54620335200119,EOD
CANBK_MINUTE,2015-03-18T09:35:00.000000+0530,2015-03-18T11:35:00.000000+0530,76.895376,77.99105352545985,261,268.75531047064095,TP
CANBK_MINUTE,2015-03-19T10:40:00.000000+0530,2015-03-19T11:00:00.000000+0530,77.345466,76.9870961379311,260,-110.21826523363671,TSL
CANBK_MINUTE,2015-03-20T13:05:00.000000+0530,2015-03-20T13:40:00.000000+0530,73.444686,73.61783231679934,274,30.31073028367714,TSL
CANBK_MINUTE,2015-03-23T11:45:00.000000+0530,2015-03-23T12:55:00.000000+0530,73.444686,73.48945996382032,274,-4.843948718977746,TSL
CANBK_MINUTE,2015-03-25T12:25:00.000000+0530,2015-03-25T13:15:00.000000+0530,72.094416,71.81440627403774,279,-95.17693680542213,TSL
CANBK_MINUTE,2015-03-26T11:50:00.000000+0530,2015-03-26T13:30:00.000000+0530,71.294256,71.19537741587203,282,-44.95765781889112,TSL
CANBK_MINUTE,2015-03-27T14:10:00.000000+0530,2015-03-27T15:15:00.000000+0530,68.643726,69.466104,293,223.7285078249989,EOD
CANBK_MINUTE,2015-03-30T13:00:00.000000+0530,2015-03-30T14:25:00.000000+0530,70.544106,70.72600353179577,286,34.84480944323849,TSL
CANBK_MINUTE,2015-04-01T11:30:00.000000+0530,2015-04-01T12:05:00.000000+0530,70.994196,71.11799184344412,284,18.000683712982458,TSL
CANBK_MINUTE,2015-04-06T13:10:00.000000+0530,2015-04-06T14:00:00.000000+0530,73.59471599999999,73.81789351622164,274,43.9767972366369,TSL
CANBK_MINUTE,2015-04-08T12:15:00.000000+0530,2015-04-08T12:45:00.000000+0530,73.99479600000001,73.40992108186099,273,-176.75352609479563,TSL
CANBK_MINUTE,2015-04-09T10:30:00.000000+0530,2015-04-09T12:40:00.000000+0530,73.694736,74.8331689272404,273,293.52038994379893,TP
CANBK_MINUTE,2015-04-13T10:20:00.000000+0530,2015-04-13T11:40:00.000000+0530,75.39507599999999,76.41946817758193,268,257.2111098721842,TP
CANBK_MINUTE,2015-04-16T14:45:00.000000+0530,2015-04-16T15:15:00.000000+0530,76.645326,76.514694,264,-51.66709138799682,EOD
CANBK_MINUTE,2015-04-20T11:55:00.000000+0530,2015-04-20T12:25:00.000000+0530,78.045606,77.69840581191892,259,-107.05713020711042,TSL
CANBK_MINUTE,2015-04-21T11:55:00.000000+0530,2015-04-21T12:10:00.000000+0530,75.445086,75.0310780149184,268,-128.0795058156669,TSL
CANBK_MINUTE,2015-04-22T09:35:00.000000+0530,2015-04-22T10:15:00.000000+0530,75.39507599999999,75.10441851605162,268,-95.0283610978278,TSL
