symbol,entry_datetime,exit_datetime,entry_price,exit_price,quantity,pnl,exit_reason
TATAPOWER_MINUTE,2015-02-04T10:35:00.000000+0530,2015-02-04T13:50:00.000000+0530,88.56770999999999,88.75791517052471,225,25.834050940708227,TSL
TATAPOWER_MINUTE,2015-02-06T14:15:00.000000+0530,2015-02-06T15:10:00.000000+0530,82.21644,81.98655478019782,243,-72.81318993430659,TSL
TATAPOWER_MINUTE,2015-02-09T12:45:00.000000+0530,2015-02-09T13:30:00.000000+0530,80.46609,80.14130741674788,248,-97.46403207417153,TSL
TATAPOWER_MINUTE,2015-02-10T10:55:00.000000+0530,2015-02-10T12:15:00.000000+0530,80.16603,79.94035481073165,249,-73.12935616015068,TSL
TATAPOWER_MINUTE,2015-02-10T14:50:00.000000+0530,2015-02-10T15:10:00.000000+0530,81.81635999999999,80.9204472156116,244,-235.4512009590999,TSL
TATAPOWER_MINUTE,2015-02-13T12:55:00.000000+0530,2015-02-13T14:30:00.000000+0530,84.41688,84.10083321682175,236,-91.48004408561233,TSL
TATAPOWER_MINUTE,2015-02-16T14:10:00.000000+0530,2015-02-16T15:00:00.000000+0530,84.56691,84.34085204884913,235,-69.98664080276808,TSL
TATAPOWER_MINUTE,2015-02-18T09:45:00.000000+0530,2015-02-18T10:10:00.000000+0530,84.76695,85.81974847007152,234,229.35920047863553,TP
TATAPOWER_MINUTE,2015-02-18T14:20:00.000000+0530,2015-02-18T15:10:00.000000+0530,86.21724,86.33402863590892,231,10.034581824768601,TSL
TATAPOWER_MINUTE,2015-02-19T14:45:00.000000+0530,2015-02-19T15:15:00.000000+0530,87.86756999999999,88.4823,227,122.51291332800174,EOD
TATAPOWER_MINUTE,2015-02-24T13:55:00.000000+0530,2015-02-24T14:20:00.000000+0530,84.61692,84.31184645802007,236,-88.9319115135115,TSL
TATAPOWER_MINUTE,2015-02-26T12:05:00.000000+0530,2015-02-26T12:40:00.000000+0530,83.06661,83.00076095730401,240,-32.740666613399696,TSL
TATAPOWER_MINUTE,2015-02-27T09:20:00.000000+0530,2015-02-27T14:30:00.000000+0530,85.31706,87.2543701627509,234,436.11168303176845,TSL
TATAPOWER_MINUTE,2015-03-02T14:55:00.000000+0530,2015-03-02T15:15:00.000000+0530,85.66713,86.38272,234,150.31677141000245,EOD
TATAPOWER_MINUTE,2015-03-05T14:30:00.000000+0530,2015-03-05T15:15:00.000000+0530,85.26705,85.18296000000001,235,-36.78237460499845,EOD
TATAPOWER_MINUTE,2015-03-10T10:55:00.000000+0530,2015-03-10T11:50:00.000000+0530,83.0166,82.65637632650846,241,-103.77210817353968,TSL
TATAPOWER_MINUTE,2015-03-11T10:40:00.000000+0530,2015-03-11T11:35:00.000000+0530,81.56631,81.03282965388034,246,-148.2195006756039,TSL
