symbol,entry_datetime,exit_datetime,entry_price,exit_price,quantity,pnl,exit_reason
INDIGO_MINUTE,2015-11-17T10:05:00.000000+0530,2015-11-17T11:00:00.000000+0530,998.6496900000001,1004.2137381695977,20,94.24271413208768,TSL
INDIGO_MINUTE,2015-11-17T14:30:00.000000+0530,2015-11-17T15:15:00.000000+0530,1014.15279,1034.04315,19,361.3304181795017,EOD
INDIGO_MINUTE,2015-11-18T14:15:00.000000+0530,2015-11-18T14:35:00.000000+0530,1056.2112,1048.8277205086192,19,-157.2667638555489,TSL
INDIGO_MINUTE,2015-11-23T09:20:00.000000+0530,2015-11-23T09:50:00.000000+0530,1112.5724699999998,1108.7675724399796,18,-85.47284638551818,TSL
INDIGO_MINUTE,2015-11-24T14:00:00.000000+0530,2015-11-24T14:35:00.000000+0530,1043.15859,1056.5667470693536,19,237.76785784784374,TP
INDIGO_MINUTE,2015-11-27T11:30:00.000000+0530,2015-11-27T12:00:00.000000+0530,1091.2182,1083.2145465480814,18,-160.68216442536044,TSL
INDIGO_MINUTE,2015-11-27T14:35:00.000000+0530,2015-11-27T15:15:00.000000+0530,1095.46905,1091.5316500000001,18,-87.59489620499454,EOD
INDIGO_MINUTE,2015-12-01T13:10:00.000000+0530,2015-12-01T14:30:00.000000+0530,1106.07117,1101.6863617147017,18,-95.80602843434454,TSL
INDIGO_MINUTE,2015-12-02T13:25:00.000000+0530,2015-12-02T14:15:00.000000+0530,1098.2196,1106.9712051971508,18,140.63949277726334,TSL
INDIGO_MINUTE,2015-12-07T12:45:00.000000+0530,2015-12-07T13:40:00.000000+0530,1072.2144,1077.1038173691682,18,71.55622709307033,TSL
INDIGO_MINUTE,2015-12-08T14:05:00.000000+0530,2015-12-08T14:35:00.000000+0530,1047.2094,1047.5084954709378,19,-11.232743409851047,TSL
INDIGO_MINUTE,2015-12-14T09:40:00.000000+0530,2015-12-14T11:50:00.000000+0530,1047.2094,1075.2301170036392,19,515.188374766459,TP
INDIGO_MINUTE,2015-12-17T10:20:00.000000+0530,2015-12-17T11:15:00.000000+0530,1217.29341,1214.9135417557627,16,-54.612139443247294,TSL
INDIGO_MINUTE,2015-12-22T09:25:00.000000+0530,2015-12-22T11:40:00.000000+0530,1103.7207,1135.5304210662366,18,555.3731362437014,TP
INDIGO_MINUTE,2015-12-23T14:15:00.000000+0530,2015-12-23T14:35:00.000000+0530,1156.38123,1166.8289209041877,17,160.80335068773786,TP
INDIGO_MINUTE,2015-12-23T14:35:00.000000+0530,2015-12-23T15:15:00.000000+0530,1179.13578,1184.46306,17,73.47543791100091,EOD
INDIGO_MINUTE,2015-12-24T12:55:00.000000+0530,2015-12-24T13:10:00.000000+0530,1173.18459,1171.2663909993848,17,-49.54396517530251,TSL
INDIGO_MINUTE,2015-12-28T11:15:00.000000+0530,2015-12-28T12:10:00.000000+0530,1172.28441,1171.1384620082506,17,-36.40991097051753,TSL
